player_id,name,position,dob,age,height
216650,Gelson FERNANDES,Midfielder,02.09.1986,27,179
216627,Valon BEHRAMI,Midfielder,19.04.1985,29,184
312679,HONG Jeongho,Defender,12.08.1989,24,188
207888,Per MERTESACKER,Defender,29.09.1984,29,198
216069,Emir SPAHIC,Defender,18.08.1980,33,183
239237,Carl MEDJANI,Defender,15.05.1985,29,180
216006,Anthony VANDEN BORRE,Defender,24.10.1987,26,185
307026,Cristian GAMBOA,Defender,24.10.1989,24,175
347716,Hiroshi KIYOTAKE,Forward,12.11.1989,24,172
306634,Jonathan MENSAH,Defender,13.07.1990,23,182
213878,Victor BERNARDEZ,Defender,24.05.1982,32,187
229499,Diego GODIN,Defender,16.02.1986,28,185
186793,Vasily BEREZUTSKIY,Defender,20.06.1982,32,188
339447,Johnny ACOSTA,Defender,21.07.1983,30,175
321971,Geoff CAMERON,Defender,11.07.1985,28,190
296273,Alejandro BEDOYA,Midfielder,29.04.1987,27,178
183796,Christian BOLANOS,Midfielder,17.05.1984,30,178
296827,Rafik HALLICHE,Defender,02.09.1986,27,187
181930,Jorge GUAGUA,Defender,28.09.1981,32,179
288961,Ehsan HAJI SAFI,Midfielder,25.02.1990,24,177
181698,Aldo RAMIREZ,Midfielder,18.04.1981,33,175
278732,Aurelien CHEDJOU,Defender,20.06.1985,28,185
286481,Maximiliano PEREIRA,Defender,08.06.1984,30,173
356711,Azubuike EGWUEKWE,Defender,16.07.1989,24,195
200199,JOAO MOUTINHO,Midfielder,08.09.1986,27,170
358099,Senad LULIC,Midfielder,18.01.1986,28,183
213879,Maynor FIGUEROA,Defender,02.05.1983,31,184
268474,Atsuto UCHIDA,Defender,27.03.1988,26,176
216646,Blerim DZEMAILI,Midfielder,12.04.1986,28,179
290864,Toby ALDERWEIRELD,Defender,02.03.1989,25,186
356459,Godfrey OBOABONA,Defender,16.09.1990,23,183
216642,Reto ZIEGLER,Defender,16.01.1986,28,183
296303,Juan Carlos GARCIA,Defender,08.03.1988,26,175
175512,Kyle BECKERMAN,Midfielder,23.04.1982,32,181
349578,Frickson ERAZO,Defender,05.05.1988,26,189
273291,Efe AMBROSE,Defender,18.10.1988,25,190
289027,Makoto HASEBE,Midfielder,18.01.1984,30,180
291329,Ismael TIOTE,Midfielder,21.06.1986,27,175
216645,Johan DJOUROU,Defender,18.01.1987,27,192
229436,Carlos CARMONA,Midfielder,21.02.1987,27,179
185359,Diego PEREZ,Midfielder,18.05.1980,34,176
237071,Boniek GARCIA,Midfielder,04.09.1984,29,176
197409,Matt McKAY,Midfielder,11.01.1983,31,174
207924,James MILNER,Midfielder,04.01.1986,28,175
238381,Samuel INKOOM,Defender,01.06.1989,25,179
183798,Roy MILLER,Defender,24.11.1984,29,189
182372,Javier MASCHERANO,Midfielder,08.06.1984,30,171
216880,Thomas VERMAELEN,Defender,14.11.1985,28,178
228351,Alexandros TZIOLIS,Midfielder,13.02.1985,29,190
229443,Juan ZUNIGA,Defender,14.12.1985,28,171
197464,Glen JOHNSON,Defender,23.08.1984,29,180
200213,Pablo ARMERO,Defender,02.11.1986,27,174
238112,Hector MORENO,Defender,17.01.1988,26,182
267829,Martin CACERES,Defender,07.04.1987,27,178
209940,Junior DIAZ,Defender,12.09.1983,30,185
276131,Walter GARGANO,Midfielder,23.07.1984,29,168
230117,Emilio IZAGUIRRE,Midfielder,10.05.1986,28,177
216964,Nigel DE JONG,Midfielder,30.11.1984,29,174
198489,Arthur BOKA,Defender,02.04.1983,31,166
184373,Yasuyuki KONNO,Defender,25.01.1983,31,178
208120,Michael UMANA,Defender,16.07.1982,31,180
209960,Francisco RODRIGUEZ,Defender,20.10.1981,32,191
176971,Didier ZOKORA,Defender,14.12.1980,33,183
94918,Faryd MONDRAGON,Goalkeeper,21.06.1971,43,191
178185,Noel VALLADARES,Goalkeeper,03.05.1977,37,178
159304,Gianluigi BUFFON,Goalkeeper,28.01.1978,36,190
179048,Stipe PLETIKOSA,Goalkeeper,08.01.1979,35,193
178420,Tim HOWARD,Goalkeeper,06.03.1979,35,187
182021,Mickael LANDREAU,Goalkeeper,14.05.1979,35,184
184982,Nick RIMANDO,Goalkeeper,17.06.1979,35,182
178958,Boubacar BARRY,Goalkeeper,30.12.1979,34,180
179038,JULIO CESAR,Goalkeeper,03.09.1979,34,179
367333,Sergey RYZHIKOV,Goalkeeper,19.09.1980,33,192
358097,Asmir AVDUKIC,Goalkeeper,13.05.1981,33,190
195223,Roman WEIDENFELLER,Goalkeeper,06.08.1980,33,188
209168,Eugene GALEKOVIC,Goalkeeper,12.06.1981,33,186
214377,Andrea BARZAGLI,Defender,08.05.1981,33,186
176644,Iker CASILLAS,Goalkeeper,20.05.1981,33,185
215484,Loukas VYNTRA,Defender,05.02.1981,33,184
178630,Johnny HERRERA,Goalkeeper,09.05.1981,33,183
298516,Rahman AHMADI,Goalkeeper,30.07.1980,33,182
356612,Hugo CAMPAGNARO,Defender,27.06.1980,33,181
213871,Donis ESCOBER,Goalkeeper,03.02.1981,33,180
195231,Jose CORONA,Goalkeeper,26.01.1981,33,178
212246,Patrice EVRA,Defender,15.05.1981,33,171
215471,Vangelis MORAS,Defender,26.08.1981,32,193
274703,Agustin ORION,Goalkeeper,26.07.1981,32,190
214404,BETO,Goalkeeper,01.05.1982,32,183
181951,Brad DAVIS,Midfielder,08.11.1981,32,180
214874,Patrick PEMBERTON,Goalkeeper,24.04.1982,32,178
207809,MAXWELL,Defender,27.08.1981,32,177
210702,Danijel PRANJIC,Defender,02.12.1981,32,172
286238,Egidio AREVALO,Midfielder,01.01.1982,32,168
309426,VICTOR,Goalkeeper,21.01.1983,31,195
253999,Ben FOSTER,Goalkeeper,03.04.1983,31,193
184320,JEFFERSON,Goalkeeper,02.01.1983,31,190
175546,Alfredo TALAVERA,Goalkeeper,18.09.1982,31,188
175413,Pepe REINA,Goalkeeper,31.08.1982,31,187
299066,EDUARDO,Goalkeeper,19.09.1982,31,187
175629,Martin SILVA,Goalkeeper,25.03.1983,31,187
216990,Charles ITANDJE,Goalkeeper,02.11.1982,31,185
202650,Claudio BRAVO,Goalkeeper,13.04.1983,31,185
198117,Eiji KAWASHIMA,Goalkeeper,20.03.1983,31,185
189300,Vincent ENYEAMA,Goalkeeper,29.08.1982,31,185
196620,Steve VON BERGEN,Defender,10.06.1983,31,183
254141,Bacary SAGNA,Defender,14.02.1983,31,175
275793,Oscar BAGUI,Defender,10.12.1982,31,170
196633,Diego BENAGLIO,Goalkeeper,08.09.1983,30,195
306144,Mariano ANDUJAR,Goalkeeper,30.07.1983,30,194
349832,Jose Maria BASANTA,Defender,03.04.1984,30,188
184856,Austine EJIDE,Goalkeeper,08.04.1984,30,186
299904,Mensur MUJDZA,Midfielder,28.03.1984,30,184
254089,Michel VORM,Goalkeeper,20.10.1983,30,183
354873,Mehdi MOSTEFA,Midfielder,30.08.1983,30,182
216432,Yury ZHIRKOV,Forward,20.08.1983,30,180
306180,Benoit ASSOU EKOTTO,Defender,24.03.1984,30,178
329737,Ghasem HADADIFAR,Midfielder,12.07.1983,30,178
254091,Paul VERHAEGH,Defender,01.09.1983,30,178
358893,Andrey ESHCHENKO,Defender,09.02.1984,30,177
216438,Igor DENISOV,Midfielder,17.05.1984,30,176
317072,Henri BEDIMO,Defender,04.06.1984,30,176
321682,Medhi LACEN,Midfielder,15.03.1984,30,175
202280,Luis SARITAMA,Midfielder,20.10.1983,30,175
306206,Khosro HEYDARI,Forward,14.09.1983,30,175
214571,Rio MAVUBA,Midfielder,08.03.1984,30,172
214407,JOAO PEREIRA,Defender,25.02.1984,30,172
276139,Brad GUZAN,Goalkeeper,09.09.1984,29,193
357990,Gordon SCHILDENFELD,Defender,18.03.1985,29,191
299887,Danijel SUBASIC,Goalkeeper,27.10.1984,29,191
198546,JUNG Sungryong,Goalkeeper,04.01.1985,29,190
297230,Osman CHAVEZ,Defender,29.07.1984,29,187
182479,Chigozie AGBIM,Goalkeeper,28.11.1984,29,187
305708,Mohamed ZEMMAMOUCHE,Goalkeeper,19.03.1985,29,187
378836,Marco PAROLO,Midfielder,25.01.1985,29,186
182620,Alex WILKINSON,Defender,13.08.1984,29,183
229450,Gabriel ACHILIER,Defender,24.03.1985,29,183
356166,Cedric SI MOHAMMED,Goalkeeper,09.01.1985,29,182
298676,HA Daesung,Midfielder,02.03.1985,29,182
299064,RUBEN AMORIM,Midfielder,27.01.1985,29,180
376071,Fatawu DAUDA,Goalkeeper,06.04.1985,29,180
323339,Djamel MESBAH,Defender,09.10.1984,29,179
367555,Die SEREY,Midfielder,07.11.1984,29,179
276132,Jorge FUCILE,Defender,19.11.1984,29,177
182379,Pablo ZABALETA,Defender,16.01.1985,29,174
228912,Manuel NEUER,Goalkeeper,27.03.1986,28,193
229498,Fernando MUSLERA,Goalkeeper,16.06.1986,28,190
228328,Orestis KARNEZIS,Goalkeeper,11.07.1985,28,189
302630,Maximo BANGUERA,Goalkeeper,16.12.1985,28,187
233333,Gabriel PALETTA,Defender,15.02.1986,28,187
216820,Raul ALBIOL,Defender,04.09.1985,28,187
323326,Rais MBOLHI,Goalkeeper,25.04.1986,28,186
215017,Igor AKINFEEV,Goalkeeper,08.04.1986,28,185
358012,Laurent KOSCIELNY,Defender,10.09.1985,28,185
215285,Guillermo OCHOA,Goalkeeper,13.07.1985,28,185
214581,Shusaku NISHIKAWA,Goalkeeper,18.06.1986,28,183
301165,Oscar GRANADOS,Midfielder,25.10.1985,28,183
200259,Dany NOUNKEU,Defender,11.04.1986,28,183
280487,Carlos SANCHEZ,Midfielder,06.02.1986,28,182
359997,Avdija VRSAJEVIC,Midfielder,06.03.1986,28,182
199160,Daniel CAMBRONERO,Goalkeeper,08.01.1986,28,181
290822,Laurent CIMAN,Defender,05.08.1985,28,180
278126,KIM Changsoo,Defender,12.09.1985,28,179
349582,Francisco SILVA,Midfielder,11.02.1986,28,178
201001,Fernando GAGO,Midfielder,10.04.1986,28,178
200133,Lucas BIGLIA,Midfielder,30.01.1986,28,175
268911,Toshihiro AOYAMA,Midfielder,22.02.1986,28,174
200205,VIEIRINHA,Forward,24.01.1986,28,170
303419,Alexander DOMINGUEZ,Goalkeeper,05.06.1987,27,196
266783,Sergio ROMERO,Goalkeeper,22.02.1987,27,192
299956,Joe HART,Goalkeeper,19.04.1987,27,191
360111,Panagiotis GLYKOS,Goalkeeper,10.10.1986,27,190
298655,Salvatore SIRIGU,Goalkeeper,12.01.1987,27,190
271043,DAVID LUIZ,Defender,22.04.1987,27,189
359448,Stephane RUFFIER,Goalkeeper,27.09.1986,27,188
297105,Hugo LLORIS,Goalkeeper,26.12.1986,27,188
200209,Cristian ZAPATA,Defender,30.09.1986,27,187
200130,Ezequiel GARAY,Defender,10.10.1986,27,186
291332,Ousmane DIARRASSOUBA,Defender,21.12.1986,27,186
298613,HENRIQUE,Defender,14.10.1986,27,186
369983,Aleksei KOZLOV,Defender,25.12.1986,27,185
358046,Vladimir GRANAT,Defender,22.05.1987,27,184
199175,Keylor NAVAS,Goalkeeper,15.12.1986,27,184
367433,Matt BESLER,Defender,11.02.1987,27,182
329745,Hossein MAHINI,Defender,16.09.1986,27,182
363578,LEE Yong,Defender,24.12.1986,27,180
267344,Mehrdad POOLADI,Defender,26.02.1987,27,180
298662,Antonio CANDREVA,Midfielder,28.02.1987,27,180
296312,Edder DELGADO,Midfielder,20.11.1986,27,179
321731,Ioannis MANIATIS,Midfielder,12.10.1986,27,178
359375,SAMMIR,Midfielder,23.04.1987,27,178
379889,Steven BEITASHOUR,Defender,01.02.1987,27,178
240718,Constant DJAKPA,Defender,17.10.1986,27,177
268411,PARK Jooho,Defender,16.01.1987,27,174
294626,Harrison AFFUL,Defender,24.07.1986,27,168
362881,Fraser FORSTER,Goalkeeper,17.03.1988,26,201
230121,Asmir BEGOVIC,Goalkeeper,20.06.1987,26,198
346763,Alireza HAGHIGHI,Goalkeeper,02.05.1988,26,193
298738,Simon MIGNOLET,Goalkeeper,06.03.1988,26,193
379888,Daniel DAVARI,Goalkeeper,06.01.1988,26,193
232760,Tim KRUL,Goalkeeper,03.04.1988,26,193
353237,Adam KWARASEY,Goalkeeper,12.12.1987,26,190
359436,EDER,Forward,22.12.1987,26,190
269768,RUI PATRICIO,Goalkeeper,15.02.1988,26,189
349631,Ricardo ALVAREZ,Midfielder,12.04.1988,26,188
354883,Liassine CADAMURO,Defender,05.03.1988,26,187
299090,Sokratis PAPASTATHOPOULOS,Defender,09.06.1988,26,186
359428,LUIS NETO,Defender,26.05.1988,26,186
360109,Panagiotis KONE,Midfielder,26.07.1987,26,184
319298,Georgios TZAVELAS,Defender,26.11.1987,26,183
200261,Alexandre SONG,Midfielder,09.09.1987,26,183
228624,Cristopher TOSELLI,Goalkeeper,15.06.1988,26,181
370062,Ivan FRANJIC,Defender,10.09.1987,26,180
349576,Juan PAREDES,Defender,08.07.1987,26,179
361222,Adam LALLANA,Midfielder,10.05.1988,26,179
228942,Alessio CERCI,Forward,23.07.1987,26,177
298677,Jonathan DE GUZMAN,Midfielder,13.09.1987,26,174
355023,Allan NYOM,Defender,10.05.1988,26,170
379264,Jose VAZQUEZ,Midfielder,14.03.1988,26,164
234405,Omar GONZALEZ,Defender,11.10.1988,25,195
299442,Jerome BOATENG,Defender,03.09.1988,25,192
359993,Toni SUNJIC,Defender,15.12.1988,25,192
379985,Andrey SEMENOV,Defender,24.03.1989,25,191
356933,Mitch LANGERAK,Goalkeeper,22.08.1988,25,191
353379,Reza HAGHIGHI,Midfielder,01.02.1989,25,190
362649,Andreas SAMARIS,Midfielder,13.06.1989,25,190
270714,Javi MARTINEZ,Midfielder,02.09.1988,25,190
367558,Sylvain GBOHOUO,Goalkeeper,29.10.1988,25,190
303034,Sergio BUSQUETS,Midfielder,16.07.1988,25,189
229051,Matthew SPIRANOVIC,Defender,27.06.1988,25,188
349568,Adrian BONE,Goalkeeper,08.09.1988,25,188
367920,Diego COSTA,Forward,07.10.1988,25,188
321734,Shuichi GONDA,Goalkeeper,03.03.1989,25,187
302381,Ron-Robert ZIELER,Goalkeeper,12.02.1989,25,187
358738,Jasper CILLESSEN,Goalkeeper,22.04.1989,25,187
358694,Kevin GROSSKREUTZ,Defender,19.07.1988,25,186
312987,Oscar DUARTE,Defender,03.06.1989,25,184
228686,David OSPINA,Goalkeeper,31.08.1988,25,183
319460,Yann SOMMER,Goalkeeper,17.12.1988,25,183
295149,James HOLLAND,Midfielder,15.05.1989,25,180
291398,PARK Jongwoo,Midfielder,10.03.1989,25,180
332293,Giovanni SIO,Forward,31.03.1989,25,180
228691,Alexander MEJIA,Midfielder,11.07.1988,25,179
358881,Alexey IONOV,Forward,18.02.1989,25,178
350129,Miguel PONCE,Defender,12.04.1989,25,175
312234,Oliver BOZANIC,Midfielder,08.01.1989,25,167
356748,Chris SMALLING,Defender,22.11.1989,24,194
318688,Marcos ROJO,Defender,20.03.1990,24,189
311850,Mohammed RABIU,Midfielder,31.12.1989,24,189
319436,Leroy FER,Midfielder,05.01.1990,24,188
317056,Moussa SISSOKO,Midfielder,16.08.1989,24,187
356189,Jordan HENDERSON,Midfielder,17.06.1990,24,187
319428,Daryl JANMAAT,Defender,22.07.1989,24,186
367343,Yury LODYGIN,Goalkeeper,26.05.1990,24,186
359995,Ognjen VRANJES,Defender,24.10.1989,24,186
365556,Timmy CHANDLER,Defender,29.03.1990,24,186
306410,Ryan McGOWAN,Defender,15.08.1989,24,185
290931,Nicolas NKOULOU,Defender,27.03.1990,24,185
350003,Hiroki SAKAI,Defender,12.04.1990,24,185
306780,Ciro IMMOBILE,Forward,20.02.1990,24,184
374529,Anel HADZIC,Midfielder,16.08.1989,24,184
274329,HAN Kookyoung,Midfielder,19.04.1990,24,183
274283,YUN Sukyoung,Defender,13.02.1990,24,182
356518,HWANG Seokho,Defender,27.06.1989,24,182
288824,Matteo DARMIAN,Defender,02.12.1989,24,182
329092,Hector HERRERA,Midfielder,19.04.1990,24,180
319432,Daley BLIND,Defender,09.03.1990,24,180
370438,Sammy NDJOCK,Goalkeeper,25.02.1990,24,178
270948,Cesar AZPILICUETA,Midfielder,28.08.1989,24,178
323574,Stephen ADAMS,Goalkeeper,28.09.1989,24,177
365747,Edin VISCA,Forward,17.02.1990,24,172
366309,Yacine BRAHIMI,Midfielder,08.02.1990,24,171
350124,Javier AQUINO,Midfielder,11.02.1990,24,166
305382,Sebastian COATES,Defender,07.10.1990,23,196
319413,Panagiotis TACHTSIDIS,Midfielder,15.02.1991,23,194
380069,Christoph KRAMER,Midfielder,19.02.1991,23,189
319340,Eliaquim MANGALA,Defender,13.02.1991,23,188
274281,KIM Seunggyu,Goalkeeper,30.09.1990,23,187
368009,Ebenezer ODUNLAMI,Defender,30.04.1991,23,187
336434,Clement GRENIER,Midfielder,07.01.1991,23,186
323556,Konstantinos MANOLAS,Defender,14.06.1991,23,186
370523,Mathis BOLLY,Midfielder,14.11.1990,23,185
375453,ANDRE ALMEIDA,Defender,10.09.1990,23,185
356710,Ruben GABRIEL,Midfielder,25.09.1990,23,184
364088,Faouzi GHOULAM,Defender,01.02.1991,23,184
356712,Juwon OSHANIWA,Defender,14.09.1990,23,184
312116,Gaston RAMIREZ,Midfielder,02.12.1990,23,183
358869,Georgy SHCHENNIKOV,Defender,27.04.1991,23,179
379942,Riyad MAHREZ,Forward,21.02.1991,23,179
321736,Gotoku SAKAI,Defender,14.03.1991,23,176
379974,Waylon FRANCIS,Defender,20.09.1990,23,175
356466,Hotaru YAMAGUCHI,Midfielder,06.10.1990,23,173
371042,Isaac BRIZUELA,Midfielder,28.08.1990,23,173
269071,Daniel OPARE,Defender,18.10.1990,23,172
336869,Alex IBARRA,Midfielder,20.01.1991,23,171
270400,Luis GARRIDO,Midfielder,05.11.1990,23,170
358106,Thibaut COURTOIS,Goalkeeper,11.05.1992,22,198
320375,Joel MATIP,Midfielder,08.08.1991,22,194
313021,Stefan DE VRIJ,Defender,05.02.1992,22,190
379808,Tino Sven SUSIC,Midfielder,13.02.1992,22,186
376349,WILLIAM,Midfielder,07.04.1992,22,185
358009,Phil JONES,Defender,21.02.1992,22,185
376285,Aissa MANDI,Defender,22.10.1991,22,184
358885,Maksim KANUNNIKOV,Forward,14.07.1991,22,184
336485,Sime VRSALJKO,Defender,10.01.1992,22,183
379952,Erik DURM,Defender,12.05.1992,22,183
313051,Joel VELTMAN,Defender,15.01.1992,22,183
339117,Maty RYAN,Goalkeeper,08.04.1992,22,181
379164,Ben HALLORAN,Forward,14.06.1992,22,180
306364,Jason DAVIDSON,Defender,29.06.1991,22,179
346731,Bakhtiar RAHMANI,Midfielder,23.09.1991,22,179
307541,Yeltsin TEJEDA,Midfielder,17.03.1992,22,179
355859,Loic FEUDJOU,Goalkeeper,14.04.1992,22,178
313410,KOKE,Midfielder,08.01.1992,22,178
330565,Jack WILSHERE,Midfielder,01.01.1992,22,172
315614,Santiago ARIAS,Defender,13.01.1992,22,171
358732,Jordy CLASIE,Midfielder,27.06.1991,22,169
380004,Sayouba MANDE,Goalkeeper,15.06.1993,21,193
373555,John BROOKS,Defender,28.01.1993,21,193
359440,Raphael VARANE,Defender,25.04.1993,21,191
308082,Diego REYES,Defender,19.09.1992,21,189
369546,Eder BALANTA,Defender,28.02.1993,21,181
313559,Ricardo RODRIGUEZ,Defender,25.08.1992,21,180
376360,Ismael DIOMANDE,Midfielder,28.08.1992,21,180
367557,Jean Daniel AKPA,Defender,11.10.1992,21,180
359223,Mattia DE SCIGLIO,Defender,20.10.1992,21,179
358101,Muhamed BESIC,Midfielder,10.09.1992,21,177
370522,Serge AURIER,Defender,24.12.1992,21,176
339116,Massimo LUONGO,Midfielder,25.09.1992,21,176
380060,Cedric DJEUGOUE,Defender,28.08.1992,21,175
368708,RAFA,Forward,17.05.1993,21,173
315436,Ramon AZEEZ,Midfielder,12.12.1992,21,170
356704,Juan QUINTERO,Midfielder,18.01.1993,21,168
312014,Michael BABATUNDE,Forward,24.12.1992,21,165
336791,Edgar SALLI,Midfielder,17.08.1992,21,163
370469,Rashid SUMAILA,Defender,18.12.1992,21,160
362645,Stefanos KAPINO,Goalkeeper,18.03.1994,20,196
379736,Matthias GINTER,Defender,19.01.1994,20,187
369392,Ross BARKLEY,Midfielder,05.12.1993,20,185
315424,Kenneth OMERUO,Defender,17.10.1993,20,185
376230,Sead KOLASINAC,Defender,20.06.1993,20,183
336085,Terence KONGOLO,Defender,14.02.1994,20,183
339987,Mateo KOVACIC,Midfielder,06.05.1994,20,181
368860,Lucas DIGNE,Defender,20.07.1993,20,179
336098,Memphis DEPAY,Forward,13.02.1994,20,178
368973,DeAndre YEDLIN,Defender,09.07.1993,20,175
379939,Nabil BENTALEB,Midfielder,24.11.1994,19,189
379911,Divock ORIGI,Forward,18.04.1995,19,185
368655,Jose GIMENEZ,Defender,20.01.1995,19,184
369094,Julian GREEN,Midfielder,06.06.1995,19,172
332827,Carlos GRUEZO,Midfielder,19.04.1995,19,171
336043,Raheem STERLING,Midfielder,08.12.1994,19,170
336450,Luke SHAW,Defender,12.07.1995,18,184
319482,Rodrigo MUNOZ,Goalkeeper,22.01.1982,32,185
367415,Jasmin FEJZIC,Goalkeeper,15.05.1986,28,198
380663,Sammy BOSSUT,Goalkeeper,11.08.1985,28,187
306818,LEE Bumyoung,Goalkeeper,02.04.1989,25,199
360642,Camilo VARGAS,Goalkeeper,09.03.1989,25,185
269859,David DE GEA,Goalkeeper,07.11.1990,23,190
356676,Roman BUERKI,Goalkeeper,14.11.1990,23,188
369026,Oliver ZELENIKA,Goalkeeper,14.05.1993,21,192
309420,Mattia PERIN,Goalkeeper,10.11.1992,21,188
379165,Bailey WRIGHT,Defender,28.07.1992,21,184
369050,Ivan MOCINIC,Midfielder,30.04.1993,21,180
380000,Marcelo BROZOVIC,Midfielder,16.11.1992,21,180
380009,Luis LOPEZ,Goalkeeper,13.09.1993,20,182
379910,Adnan JANUZAJ,Midfielder,05.02.1995,19,180
